"","Event_ID","Incid_Type","Asmnt_Type","BurnBndAc","BurnBndLat","BurnBndLon","Ig_Date","Comment","IG_DATE","IG_YEAR","IG_MONTH","IG_DAY","closestStnDist_TMIN","closestStnID_TMIN","closestStnLong_TMIN","closestStnLat_TMIN"
"3350","CA3548112026719930614","Wildfire","Initial",1435,35.481,-120.267,"1993-06-14","",1993-06-14,1993,6,14,26.799845006304,"USC00047672",-120.5039,35.3372
"3351","CA3554811897419930801","Wildfire","Initial",1855,35.548,-118.974,"1993-08-01","",1993-08-01,1993,8,1,14.5862464537551,"USW00023155",-119.0542,35.4344
"3352","CA3574012007419930620","Wildfire","Initial",22309,35.74,-120.074,"1993-06-20","",1993-06-20,1993,6,20,31.4193900123883,"USC00044534",-119.96,36.0067
"3353","CA3592211936519930614","Wildfire","Initial",1346,35.922,-119.365,"1993-06-14","",1993-06-14,1993,6,14,27.6125571979173,"USC00042012",-119.5817,36.0975
"3354","CA3599111998819930902","Wildfire","Initial",1173,35.991,-119.988,"1993-09-02","",1993-09-02,1993,9,2,3.068142725414,"USC00044534",-119.96,36.0067
"3355","CA3606012009619930801","Wildfire","Initial",1037,36.06,-120.096,"1993-08-01","",1993-08-01,1993,8,1,13.6048957441652,"USC00044534",-119.96,36.0067
"3356","CA3607712012919930510","Wildfire","Initial",1591,36.077,-120.129,"1993-05-10","",1993-05-10,1993,5,10,17.1069158481749,"USC00044534",-119.96,36.0067
"3357","CA3630012144819930801","Wildfire","Initial",5566,36.3,-121.448,"1993-08-01","",1993-08-01,1993,8,1,29.7124539208024,"USC00044555",-121.1378,36.2069
"3358","CA3643012120119930611","Wildfire","Initial",1527,36.43,-121.201,"1993-06-11","",1993-06-11,1993,6,11,6.0177066123681,"USC00046926",-121.1822,36.4819
"3359","CA3681111857419930622","Wildland Fire Use","Extended",2272,36.811,-118.574,"1993-06-22","Used 08-17-93 scene to create perimeter",1993-06-22,1993,6,22,27.0004533205886,"USC00045026",-118.7325,36.6044
"3360","CA3691812085119930731","Wildfire","Initial",5594,36.918,-120.851,"1993-07-31","",1993-07-31,1993,7,31,10.6169599922335,"USC00045120",-120.9297,36.9897
"3361","CA3732012138019931018","Prescribed Fire","Extended",3126,37.32,-121.38,"1993-10-18","",1993-10-18,1993,10,18,23.3830631645153,"USC00045933",-121.6425,37.3436
"3363","CO4045910823519930816","Wildfire","Initial",20857,40.459,-108.235,"1993-08-16","",1993-08-16,1993,8,16,13.4564161938311,"USC00055446",-108.0947,40.5158
"3364","CO4072810796819930930","Wildfire","Initial",5345,40.728,-107.968,"1993-09-30","",1993-09-30,1993,9,30,25.934635301416,"USC00055446",-108.0947,40.5158
"3365","CO4086910789019930715","Wildfire","Initial",2603,40.869,-107.89,"1993-07-15","",1993-07-15,1993,7,15,27.1345779159471,"USC00480484",-107.6578,41.0383
"3366","FL2572908095019930301","Prescribed Fire","Initial (SS)",1836,25.729,-80.95,"1993-03-01","Hard to delineate fire perimeter",1993-03-01,1993,3,1,13.101240878602,"USC00088780",-80.8242,25.7608
"3367","FL2599408147519930405","Wildfire","Initial (SS)",1201,25.994,-81.475,"1993-04-05","Acres far exceed original reported acres.",1993-04-05,1993,4,5,18.2712466083772,"USC00082850",-81.3897,25.8489
"3368","FL2624308119419930108","Prescribed Fire","Initial (SS)",1692,26.243,-81.194,"1993-01-08","",1993-01-08,1993,1,8,34.6484306055373,"USC00084210",-81.4406,26.4622
"3379","FL2780208126319930216","Wildfire","Initial",2246,27.802,-81.263,"1993-02-16","",1993-02-16,1993,2,16,34.7572127187711,"USC00080369",-81.5267,27.5947
"3387","FL2921808171319930724","Wildfire","Initial (SS)",1154,29.218,-81.713,"1993-07-24","Haze in scene best possible image used",1993-07-24,1993,7,24,29.9366998543134,"USC00081978",-81.5161,29.425
"3388","FL2964808511119930820","Wildfire","Initial",982,29.648,-85.111,"1993-08-20","",1993-08-20,1993,8,20,12.3059860338918,"USC00080211",-85.0206,29.7258
"3389","FL2996808532019931003","Wildfire","Initial",706,29.968,-85.32,"1993-10-03","",1993-10-03,1993,10,3,20.1945642139228,"USC00089566",-85.2042,30.1192
"3390","FL2998008489719931003","Wildfire","Initial",981,29.98,-84.897,"1993-10-03","",1993-10-03,1993,10,3,30.7107514100006,"USC00080211",-85.0206,29.7258
"3392","FL3019908535119931003","Wildfire","Initial",1176,30.199,-85.351,"1993-10-03","",1993-10-03,1993,10,3,16.6900782721687,"USC00089566",-85.2042,30.1192
"3398","FL3055108244219930820","Wildfire","Initial",658,30.551,-82.442,"1993-08-20","",1993-08-20,1993,8,20,31.6322450711809,"USC00093325",-82.3606,30.8264
"3408","GA3112608347919930708","Wildfire","Initial (SS)",807,31.126,-83.479,"1993-07-08","",1993-07-08,1993,7,8,26.357555729245,"USC00096087",-83.7492,31.1769
"3409","GA3493408314019930708","Wildfire","Initial (SS)",522,34.934,-83.14,"1993-07-08","",1993-07-08,1993,7,8,14.6260247272436,"USC00314055",-83.1983,35.0564
"3410","ID4323311586419930930","Wildfire","Initial",2801,43.233,-115.864,"1993-09-30","",1993-09-30,1993,9,30,17.1480474912787,"USC00106174",-115.7119,43.1261
"3414","MN4586509380619930422","Wildfire","Initial (SS)",889,45.865,-93.806,"1993-04-22","",1993-04-22,1993,4,22,16.7328238563079,"USC00215392",-93.6617,45.7533
"3415","MN4889509618619930420","Wildfire","Initial (SS)",856,48.895,-96.186,"1993-04-20","",1993-04-20,1993,4,20,31.0748341111079,"USC00217087",-95.7675,48.8486
"3416","MN4896509618519930505","Wildfire","Initial (SS)",3704,48.965,-96.185,"1993-05-05","",1993-05-05,1993,5,5,33.1824448063538,"USC00217087",-95.7675,48.8486
"3417","MS3409208989619930310","Wildfire","Initial (SS)",651,34.092,-89.896,"1993-03-10","",1993-03-10,1993,3,10,18.6590551187461,"USC00221606",-90.0681,34.0039
"3418","MS3473508949519930314","Wildfire","Initial",664,34.735,-89.495,"1993-03-14","",1993-03-14,1993,3,14,11.1345537557975,"USC00224173",-89.4347,34.8219
"3419","NC3395607812819930803","Wildfire","Initial (SS)",2073,33.956,-78.128,"1993-08-03","",1993-08-03,1993,8,3,11.9032055225269,"USC00318113",-78.0078,33.9947
"3420","NC3455007773019930709","Wildfire","Initial (SS)",1293,34.55,-77.73,"1993-07-09","",1993-07-09,1993,7,9,30.9389308692663,"USC00319467",-77.9206,34.3208
"3421","NC3467707829419930310","Wildfire","Initial (SS)",835,34.677,-78.294,"1993-03-10","",1993-03-10,1993,3,10,22.8428598224481,"USC00319423",-78.0453,34.6606
"3422","NC3565708224719930412","Wildfire","Initial (SS)",626,35.657,-82.247,"1993-04-12","",1993-04-12,1993,4,12,8.83558320368009,"USC00316236",-82.3444,35.6631
"3423","ND4664610060719930417","Wildfire","Initial",1492,46.646,-100.607,"1993-04-17","",1993-04-17,1993,4,17,18.1642621496161,"USW00024011",-100.7603,46.7708
"3424","NJ3969607468519930301","Prescribed Fire","Initial (SS)",521,39.696,-74.685,"1993-03-01","Multiple scars in the area",1993-03-01,1993,3,1,11.7664725990114,"USC00283662",-74.8047,39.6442
"3425","NJ3977407478119930324","Prescribed Fire","Initial (SS)",1860,39.774,-74.781,"1993-03-24","",1993-03-24,1993,3,24,2.82772563780017,"USC00284229",-74.7806,39.7994
"3426","NM3146710870719930609","Wildfire","Initial",27546,31.467,-108.707,"1993-06-09","",1993-06-09,1993,6,9,22.3549000546208,"USC00290426",-108.53,31.3347
"3427","NM3161210869519930619","Wildfire","Initial",2072,31.612,-108.695,"1993-06-19","",1993-06-19,1993,6,19,34.6164549792288,"USC00290426",-108.53,31.3347
"3428","NM3214410588019930601","Wildfire","Initial (SS)",25700,32.144,-105.88,"1993-06-01","Some of perimeter difficult to delineate.",1993-06-01,1993,6,1,32.9227713398612,"USC00296435",-106.0925,32.3789
"3429","NM3217710457419930622","Wildfire","Initial (SS)",1873,32.177,-104.574,"1993-06-22","",1993-06-22,1993,6,22,12.3155398157246,"USC00291480",-104.4433,32.1783
"3431","NM3221910362119930324","Wildfire","Initial (SS)",1518,32.219,-103.621,"1993-03-24","",1993-03-24,1993,3,24,19.3704681679227,"USC00296281",-103.425,32.1664
"3432","NM3224610336519930603","Wildfire","Initial (SS)",13332,32.246,-103.365,"1993-06-03","",1993-06-03,1993,6,3,10.509871390428,"USC00296281",-103.425,32.1664
"3433","NM3225610657119930521","Wildfire","Initial",1463,32.256,-106.571,"1993-05-21","",1993-05-21,1993,5,21,17.99949779771,"USC00298535",-106.7597,32.2822
"3436","NM3228910591219930601","Wildfire","Initial (SS)",5290,32.289,-105.912,"1993-06-01","Perimeter difficult to delineate.",1993-06-01,1993,6,1,19.7076879711499,"USC00296435",-106.0925,32.3789
"3437","NM3233510582819930601","Wildfire","Initial (SS)",1019,32.335,-105.828,"1993-06-01","",1993-06-01,1993,6,1,25.3478154737153,"USC00296435",-106.0925,32.3789
"3438","NM3243610798319930710","Wildfire","Initial",1764,32.436,-107.983,"1993-07-10","",1993-07-10,1993,7,10,23.7840191671465,"USC00293157",-107.8733,32.6286
"3439","NM3245310571519930601","Wildfire","Initial (SS)",3238,32.453,-105.715,"1993-06-01","",1993-06-01,1993,6,1,36.4214292332724,"USC00296435",-106.0925,32.3789
"3440","NM3272110328019930601","Wildfire","Extended (SS)",8274,32.721,-103.28,"1993-06-01","Hard to delineate fire perimeter may include unnamed fire",1993-06-01,1993,6,1,7.03451762877904,"USC00294028",-103.2125,32.6933
"3441","NM3292510552519930418","Wildfire","Extended",3661,32.925,-105.525,"1993-04-18","",1993-04-18,1993,4,18,17.4928499792973,"USC00292865",-105.3381,32.9161
"3443","NM3303010356119930606","Wildfire","Extended (SS)",1303,33.03,-103.561,"1993-06-06","",1993-06-06,1993,6,6,26.9540265468964,"USC00295370",-103.7625,32.8567
"3444","NM3319910327619931015","Wildfire","Initial (SS)",1595,33.199,-103.276,"1993-10-15","",1993-10-15,1993,10,15,9.27000721938671,"USC00298713",-103.3611,33.2422
"3445","NM3321410842619930514","Wildfire","Initial",39349,33.214,-108.426,"1993-05-14","",1993-05-14,1993,5,14,20.4342800705461,"USC00293530",-108.2075,33.1975
"3446","NM3329510374419930226","Wildfire","Extended (SS)",1852,33.295,-103.744,"1993-02-26","",1993-02-26,1993,2,26,36.1199250963099,"USC00298713",-103.3611,33.2422
"3447","NM3332110782119930528","Wildfire","Extended",4436,33.321,-107.821,"1993-05-28","",1993-05-28,1993,5,28,4.42141045513497,"USS0007S04S",-107.83,33.36
"3448","NM3335410841819930521","Wildfire","Extended",3112,33.354,-108.418,"1993-05-21","",1993-05-21,1993,5,21,26.2165150675805,"USC00293530",-108.2075,33.1975
"3449","NM3337010852419930716","Wildfire","Extended",2066,33.37,-108.524,"1993-07-16","",1993-07-16,1993,7,16,17.2918650274424,"USS0008S08S",-108.71,33.37
"3450","NM3339710852719930524","Wildfire","Extended",5829,33.397,-108.527,"1993-05-24","",1993-05-24,1993,5,24,17.2738212939825,"USS0008S08S",-108.71,33.37
"3451","NM3340210819419930521","Wildfire","Extended",12936,33.402,-108.194,"1993-05-21","",1993-05-21,1993,5,21,9.22263199188354,"USC00290818",-108.1,33.4286
"3452","NM3342410785719930520","Wildfire","Extended",1730,33.424,-107.857,"1993-05-20","",1993-05-20,1993,5,20,7.55349855611334,"USS0007S04S",-107.83,33.36
"3453","NM3347810422919930616","Wildfire","Initial",1221,33.478,-104.229,"1993-06-16","",1993-06-16,1993,6,16,16.4005440272146,"USC00290992",-104.4042,33.4594
"3455","NM3360610778319930521","Wildfire","Extended",11147,33.606,-107.783,"1993-05-21","",1993-05-21,1993,5,21,11.6988111804828,"USC00290119",-107.9,33.5667
"3456","NM3391210548419930525","Wildfire","Initial (SS)",2463,33.912,-105.484,"1993-05-25","",1993-05-25,1993,5,25,32.9419553258316,"USC00292095",-105.6975,34.1492
"3457","NM3392810328319930329","Wildfire","Extended (SS)",2934,33.928,-103.283,"1993-03-29","Hard to delineate fire perimeter due to limited scenes",1993-03-29,1993,3,29,23.2022812981304,"USC00290525",-103.1667,34.1128
"3458","NM3395710531019930329","Wildfire","Initial (SS)",1202,33.957,-105.31,"1993-03-29","",1993-03-29,1993,3,29,29.3280052546277,"USC00291840",-105,33.9
"3459","NM3410110349719930410","Wildfire","Initial (SS)",1342,34.101,-103.497,"1993-04-10","",1993-04-10,1993,4,10,15.6568585330656,"USC00297008",-103.3519,34.1742
"3460","NM3447310351619931017","Wildfire","Initial (SS)",1597,34.473,-103.516,"1993-10-17","",1993-10-17,1993,10,17,11.1996742562288,"USC00295617",-103.625,34.4278
"3461","NM3514810334219931130","Wildfire","Initial (SS)",1938,35.148,-103.342,"1993-11-30","",1993-11-30,1993,11,30,4.55990345835946,"USC00297867",-103.3283,35.1086
"3462","NM3516710305719930427","Wildfire","Initial (SS)",1090,35.167,-103.057,"1993-04-27","",1993-04-27,1993,4,27,25.5387819693186,"USC00297867",-103.3283,35.1086
"3463","NM3589710584019930615","Wildfire","Extended",2322,35.897,-105.84,"1993-06-15","",1993-06-15,1993,6,15,22.7558628831927,"USC00293031",-106.0589,35.9989
"3464","NM3594910579319930615","Wildfire","Extended",2978,35.949,-105.793,"1993-06-15","Clouds in post image covering some of the fire.",1993-06-15,1993,6,15,24.5903353903569,"USC00293031",-106.0589,35.9989
"3465","NV3670011408719930809","Wildfire","Initial",3510,36.7,-114.087,"1993-08-09","",1993-08-09,1993,8,9,8.66227673893386,"USC00261327",-114.11,36.7756
"3466","NV3689611429619930812","Wildfire","Initial",3685,36.896,-114.296,"1993-08-12","",1993-08-12,1993,8,12,21.3133730681703,"USC00261327",-114.11,36.7756
"3467","NV3693911426719930804","Wildfire","Initial",1518,36.939,-114.267,"1993-08-04","",1993-08-04,1993,8,4,22.9437536461614,"USC00261327",-114.11,36.7756
"3468","NV3712411408819930803","Wildfire","Initial",2673,37.124,-114.088,"1993-08-03","",1993-08-03,1993,8,3,6.28137518923185,"USC00425252",-114.0214,37.1431
"3469","NV3720111460119930728","Wildfire","Initial",30199,37.201,-114.601,"1993-07-28","",1993-07-28,1993,7,28,17.1498052131955,"USC00262557",-114.5411,37.3475
"3470","NV3804311582219930729","Wildfire","Extended",2009,38.043,-115.822,"1993-07-29","",1993-07-29,1993,7,29,35.7547661794231,"USC00268443",-116.1758,38.2033
"3471","NV4051911666819930810","Wildfire","Initial",3760,40.519,-116.668,"1993-08-10","",1993-08-10,1993,8,10,18.1511050516406,"USC00260795",-116.475,40.5903
"3472","NV4067811625319930906","Wildfire","Initial",1461,40.678,-116.253,"1993-09-06","",1993-09-06,1993,9,6,5.21387856881641,"USC00262656",-116.3022,40.6497
"3473","NV4163911774119930805","Wildfire","Initial",2596,41.639,-117.741,"1993-08-05","",1993-08-05,1993,8,5,11.3292006237708,"USC00265818",-117.8389,41.5683
"3474","OR4345811721819930804","Wildfire","Initial",4392,43.458,-117.218,"1993-08-04","",1993-08-04,1993,8,4,13.4495442583227,"USC00357277",-117.1142,43.3636
"3475","OR4506112051519930620","Wildfire","Initial",2094,45.061,-120.515,"1993-06-20","",1993-06-20,1993,6,20,20.9268062695381,"USC00354411",-120.6994,45.1967
"3476","SC3354608107019930310","Wildfire","Initial",764,33.546,-81.07,"1993-03-10","Hard to delineate fire perimeter",1993-03-10,1993,3,10,19.251642230095,"USC00386527",-80.8742,33.4889
"3477","SC3404808013919930421","Wildfire","Initial",545,34.048,-80.139,"1993-04-21","",1993-04-21,1993,4,21,19.9602151840074,"USC00380736",-80.2303,34.2106
"3478","SC3443308017519930310","Wildfire","Initial",644,34.433,-80.175,"1993-03-10","",1993-03-10,1993,3,10,25.2741232794325,"USC00380736",-80.2303,34.2106
"3479","SC3444108010519930310","Wildfire","Initial",764,34.441,-80.105,"1993-03-10","",1993-03-10,1993,3,10,26.1259946503074,"USC00382260",-79.8767,34.3011
"3480","SD4473410134519931111","Wildfire","Initial (SS)",1112,44.734,-101.345,"1993-11-11","",1993-11-11,1993,11,11,13.5738846890202,"USC00394596",-101.3369,44.6122
"3481","TX2918310364819930531","Wildfire","Initial (SS)",3469,29.183,-103.648,"1993-05-31","",1993-05-31,1993,5,31,14.1169653884727,"USC00411524",-103.5144,29.1333
"3483","TX2964909421619930903","Wildfire","Initial (SS)",5700,29.649,-94.216,"1993-09-03","two contiguous fires Westend and ICWW",1993-09-03,1993,9,3,38.5162051452704,"USW00012917",-94.0206,29.9506
"3485","TX3067910418419930601","Wildfire","Initial",15255,30.686,-104.186,"1993-06-01","",1993-06-01,1993,6,1,15.7215840065932,"USC00416104",-104.0233,30.7053
"3486","TX3077910428719930601","Wildfire","Initial",13827,30.781,-104.287,"1993-06-01","",1993-06-01,1993,6,1,26.5997693239715,"USC00416104",-104.0233,30.7053
"3487","TX3092410433219930601","Wildfire","Initial",5193,30.923,-104.332,"1993-06-01","",1993-06-01,1993,6,1,23.5053419026852,"USC00414770",-104.1108,31.0158
"3488","TX3096709997419930815","Wildfire","Initial",10463,30.97,-99.979,"1993-08-15","",1993-08-15,1993,8,15,19.76013470495,"USC00415822",-99.7867,30.9044
"3489","TX3097010429919930601","Wildfire","Initial (SS)",1261,30.969,-104.301,"1993-06-01","",1993-06-01,1993,6,1,18.8831361619409,"USC00414770",-104.1108,31.0158
"3490","TX3110309894719930815","Wildfire","Initial",12896,31.11,-98.945,"1993-08-15","",1993-08-15,1993,8,15,23.2308891048308,"USC00417992",-98.7167,31.1833
"3494","TX3172609826819930824","Wildfire","Initial",1317,31.728,-98.268,"1993-08-24","",1993-08-24,1993,8,24,14.6432339612517,"USC00413884",-98.115,31.7089
"3495","TX3190810480919930508","Wildfire","Initial (SS)",5956,31.908,-104.809,"1993-05-08","",1993-05-08,1993,5,8,1.97361857380343,"USC00417044",-104.8078,31.8903
"3497","TX3214409937419930815","Wildfire","Initial",6936,32.146,-99.372,"1993-08-15","",1993-08-15,1993,8,15,29.7909837450638,"USC00417327",-99.1925,32.3664
"3498","TX3242510023819930907","Wildfire","Initial",4074,32.425,-100.239,"1993-09-07","",1993-09-07,1993,9,7,13.3752997280179,"USC00419122",-100.1197,32.4906
"3499","TX3245909791919930815","Wildfire","Initial",2431,32.458,-97.918,"1993-08-15","",1993-08-15,1993,8,15,27.8643655426461,"USC00413591",-97.7853,32.2342
"3500","TX3267809958319930126","Wildfire","Initial",3114,32.668,-99.582,"1993-01-26","",1993-01-26,1993,1,26,26.6330038271541,"USC00410120",-99.3011,32.7047
"3501","TX3273409948019930324","Wildfire","Initial",3648,32.732,-99.482,"1993-03-24","",1993-03-24,1993,3,24,17.2130216992409,"USC00410120",-99.3011,32.7047
"3502","TX3280609933019930211","Wildfire","Initial",3430,32.811,-99.329,"1993-02-11","",1993-02-11,1993,2,11,12.1181008993976,"USC00410120",-99.3011,32.7047
"3503","TX3281409938319930815","Wildfire","Initial",1781,32.813,-99.382,"1993-08-15","",1993-08-15,1993,8,15,14.2373481360103,"USC00410120",-99.3011,32.7047
"3504","TX3286909932519930815","Wildfire","Initial",2269,32.868,-99.332,"1993-08-15","",1993-08-15,1993,8,15,18.4070700628406,"USC00410120",-99.3011,32.7047
"3505","TX3310710008219930721","Wildfire","Initial",1534,33.105,-100.081,"1993-07-21","",1993-07-21,1993,7,21,15.1506849445323,"USC00410394",-100.2333,33.1525
"3506","TX3338810088919930822","Wildfire","Initial",2787,33.384,-100.889,"1993-08-22","",1993-08-22,1993,8,22,10.6651749948046,"USC00418566",-100.8761,33.4792
"3507","TX3373109920319930815","Wildfire","Initial",1045,33.73,-99.202,"1993-08-15","",1993-08-15,1993,8,15,5.99032794346689,"USC00414982",-99.1442,33.7542
"3508","TX3478910198919930225","Wildfire","Initial (SS)",1157,34.787,-101.991,"1993-02-25","",1993-02-25,1993,2,25,22.3442466170222,"USC00411430",-101.9264,34.9806
"3509","TX3558510172419931127","Wildfire","Initial (SS)",1297,35.585,-101.724,"1993-11-27","",1993-11-27,1993,11,27,20.6786090481385,"USC00418040",-101.5492,35.7047
"3510","UT3701311385619930801","Wildfire","Initial",1152,37.013,-113.856,"1993-08-01","",1993-08-01,1993,8,1,13.4345017832596,"USC00020672",-113.9422,36.9139
"3511","UT3718411353919930621","Wildfire","Initial",3457,37.184,-113.539,"1993-06-21","",1993-06-21,1993,6,21,9.41270671735491,"USC00427516",-113.6067,37.1189
"3512","UT3815211404619930715","Wildfire","Initial",3105,38.152,-114.046,"1993-07-15","",1993-07-15,1993,7,15,17.0760929712509,"USC00267750",-114.18,38.0406
"3513","UT3860511279519930709","Wildfire","Initial",3883,38.605,-112.795,"1993-07-09","",1993-07-09,1993,7,9,17.9164522779872,"USC00420730",-112.9539,38.7075
"3514","UT3940211120719930911","Wildfire","Extended",1506,39.402,-111.207,"1993-09-11","",1993-09-11,1993,9,11,22.0135290710332,"USC00422424",-111.2128,39.5997
"3515","WA4672111940619930614","Wildfire","Initial",11414,46.721,-119.406,"1993-06-14","",1993-06-14,1993,6,14,23.465476221803,"USC00457727",-119.6633,46.8367
"3516","WV3788208207319931124","Wildfire","Initial (SS)",511,37.882,-82.073,"1993-11-24","",1993-11-24,1993,11,24,7.97672735794553,"USC00465353",-81.9844,37.8664
"3517","WY4142010756119930710","Wildfire","Initial",3161,41.42,-107.561,"1993-07-10","",1993-07-10,1993,7,10,36.8471175967766,"USS0007H05S",-107.15,41.3
"3518","NM3371710553319930616","Wildfire","Initial",1051,33.719,-105.532,"1993-06-16","Area is mostly shrubland, so no high severity was identified.  Fire was remapped from 2010 due to map using wrong post-image.",1993-06-16,1993,6,16,21.7093779820248,"USC00291440",-105.5947,33.5311
"3519","AK6011915081019940830","Wildfire","Extended",2689,60.119,-150.81,"1994-08-30","",1994-08-30,1994,8,30,37.8401428574404,"USS0050K05S",-150.76,59.78
"3520","AK6158415540919940613","Wildfire","Extended",3573,61.584,-155.409,"1994-06-13","",1994-06-13,1994,6,13,141.683562915186,"USC00503009",-153.6206,62.5422
"3521","AK6173215553319940614","Wildfire","Extended",4579,61.732,-155.533,"1994-06-14","",1994-06-14,1994,6,14,134.279466418822,"USC00503009",-153.6206,62.5422
"3522","AK6254814227319940615","Wildfire","Extended",8846,62.548,-142.273,"1994-06-15","",1994-06-15,1994,6,15,40.8148512336065,"USC00506147",-142.9967,62.3978
"3523","AK6278715527219940613","Wildfire","Extended",45200,62.787,-155.272,"1994-06-13","",1994-06-13,1994,6,13,24.9930976579388,"USC00505770",-155.5903,62.9583
"3524","AK6321614149219940807","Wildfire","Extended",8818,63.216,-141.492,"1994-08-07","",1994-08-07,1994,8,7,35.8955704965898,"USW00026412",-141.9292,62.9614
"3525","AK6335815839219940609","Wildfire","Extended",6341,63.358,-158.392,"1994-06-09","",1994-06-09,1994,6,9,81.8115505432747,"USC00503908",-157.8333,64.05
"3526","AK6381514513419940614","Wildfire","Extended",21139,63.815,-145.134,"1994-06-14","",1994-06-14,1994,6,14,16.7250026493872,"USC00502352",-145.105,63.9647
"3527","AK6444014246819940811","Wildfire","Extended",1164,64.44,-142.468,"1994-08-11","",1994-08-11,1994,8,11,46.9259777578082,"USC00501684",-141.9211,64.0917
"3528","AK6449714148119940811","Wildfire","Extended",1116,64.497,-141.481,"1994-08-11","",1994-08-11,1994,8,11,34.742491478173,"USC00502607",-141.2036,64.7856
"3529","AK6473915266219940606","Wildfire","Extended",7797,64.739,-152.662,"1994-06-06","",1994-06-06,1994,6,6,55.0759300404023,"USW00026529",-152.1069,65.1744
"3530","AK6483715346719940614","Wildfire","Extended",2338,64.837,-153.467,"1994-06-14","",1994-06-14,1994,6,14,74.1817787131333,"USW00026529",-152.1069,65.1744
"3531","AK6505115547119940614","Wildfire","Extended",3386,65.051,-155.471,"1994-06-14","",1994-06-14,1994,6,14,34.3477635371485,"USC00508044",-155.4842,64.7425
"3532","AK6509515582419940613","Wildfire","Extended",1506,65.095,-155.824,"1994-06-13","",1994-06-13,1994,6,13,42.3897508638097,"USC00508044",-155.4842,64.7425
"3533","AK6514115382119940611","Wildfire","Extended",1398,65.141,-153.821,"1994-06-11","",1994-06-11,1994,6,11,80.2484604993155,"USW00026529",-152.1069,65.1744
"3534","AK6516516588119940611","Wildfire","Extended",3539,65.165,-165.881,"1994-06-11","",1994-06-11,1994,6,11,46.9748203022124,"USC00507669",-166.8667,65.25
"3535","AK6522215059419940613","Wildfire","Extended",3304,65.222,-150.594,"1994-06-13","",1994-06-13,1994,6,13,24.9208158519693,"USC00505644",-150.638,64.9989
"3536","AK6527914592919940806","Wildfire","Extended",5352,65.279,-145.929,"1994-08-06","",1994-08-06,1994,8,6,10.7883859787318,"USS0046Q01S",-146.15,65.25
"3537","AK6559715139719940610","Wildfire","Extended",19584,65.597,-151.397,"1994-06-10","",1994-06-10,1994,6,10,57.414359624899,"USW00026529",-152.1069,65.1744
"3538","AK6565515761719940611","Wildfire","Extended",1712,65.655,-157.617,"1994-06-11","",1994-06-11,1994,6,11,142.242073496362,"USC00508044",-155.4842,64.7425
"3539","AK6578215977319940611","Wildfire","Extended",1280,65.782,-159.773,"1994-06-11","",1994-06-11,1994,6,11,168.238743512202,"USC00500249",-157.85,67.0833
"3540","AK6579815574419940609","Wildfire","Extended",13290,65.798,-155.744,"1994-06-09","",1994-06-09,1994,6,9,118.118860792754,"USC00508044",-155.4842,64.7425
"3541","AK6621215762019940608","Wildfire","Extended",13180,66.212,-157.62,"1994-06-08","",1994-06-08,1994,6,8,97.5221355502245,"USC00500249",-157.85,67.0833
"3542","AK6659714180119940729","Wildfire","Extended",30133,66.597,-141.801,"1994-07-29","",1994-07-29,1994,7,29,132.554931512071,"USC00501977",-144.0667,65.8333
"3543","AK6663614666419940701","Wildfire","Extended",12620,66.636,-146.664,"1994-07-01","Perimeter difficult to delineate.",1994-07-01,1994,7,1,125.59628107187,"USC00501492",-148.4925,67.5111
"3544","AK6678614764619940703","Wildfire","Extended",6474,66.786,-147.646,"1994-07-03","",1994-07-03,1994,7,3,88.6238240014392,"USC00501492",-148.4925,67.5111
"3545","AK6702515974719940612","Wildfire","Extended",1664,67.025,-159.747,"1994-06-12","",1994-06-12,1994,6,12,82.580409521087,"USC00500249",-157.85,67.0833
"3546","AK6712115052019940608","Wildfire","Extended",6211,67.121,-150.52,"1994-06-08","",1994-06-08,1994,6,8,20.6111503110778,"USC00502104",-150.1875,67.2539
"3547","AL3122808810119940306","Wildfire","Initial (SS)",815,31.228,-88.101,"1994-03-06","",1994-03-06,1994,3,6,30.58771280911,"USC00011566",-88.2503,31.4714
"3548","AL3130008806519940315","Wildfire","Initial (SS)",1085,31.3,-88.065,"1994-03-15","",1994-03-15,1994,3,15,25.9642289715468,"USC00011566",-88.2503,31.4714
"3549","AL3369408692819940316","Wildfire","Initial (SS)",2394,33.694,-86.928,"1994-03-16","",1994-03-16,1994,3,16,12.9023473642872,"USC00017955",-87.0483,33.7525
"3550","AZ3139511026919940603","Wildfire","Extended",2826,31.395,-110.269,"1994-06-03","",1994-06-03,1994,6,3,5.67625585460495,"USC00022140",-110.2542,31.3456
"3552","AZ3151011155319940704","Wildfire","Initial",1150,31.51,-111.553,"1994-07-04","Quite some change between Post_NBR   dNBR: perim delineate req. several imgs to",1994-07-04,1994,7,4,3.1245975453265,"USC00027619",-111.5436,31.4831
"3553","AZ3155510989519940629","Wildfire","Initial",1115,31.555,-109.895,"1994-06-29","",1994-06-29,1994,6,29,12.391878728946,"USC00020775",-109.9289,31.4475
"3554","AZ3167710952719940703","Wildfire","Initial",3354,31.677,-109.527,"1994-07-03","",1994-07-03,1994,7,3,25.4753613219907,"USW00093026",-109.6061,31.4583
"3555","AZ3172911142419940706","Wildfire","Initial",2192,31.729,-111.424,"1994-07-06","Numerous landcover types and occ l agland make definition of bndry difficult to",1994-07-06,1994,7,6,19.1419391089534,"USC00027625",-111.5056,31.5717
