OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
10229,2230,KS3773709609020120329,UNNAMED,2012,3,29,16110.31678,14453359.28,Unknown
10230,2416,KS3774009588420150501,UNNAMED,2015,5,1,27627.99475,15658836.4,Unknown
10231,32151,KS3774009605320140404,UNNAMED,2014,4,4,194135.8416,208409726,Unknown
10232,2679,KS3788509624720110411,UNNAMED,2011,4,11,29817.26859,17435622.48,Prescribed Fire
10233,1468,KS3788709580820110412,UNNAMED,2011,4,12,20573.78317,9552626.843,Prescribed Fire
10234,9788,KS3788709611620160409,UNNAMED,2016,4,9,66358.09072,63700473.94,Unknown
10235,4344,KS3794609681819960128,UNNAMED,1996,1,28,39280.43243,28313203.58,Wildfire
10236,5354,KS3794909612620160503,UNNAMED,2016,5,3,37801.21668,34898175.63,Unknown
10237,1221,KS3760709660920120421,UNNAMED,2012,4,21,19715.38811,7888606.783,Unknown
10238,15344,KS3761609650320110411,UNNAMED,2011,4,11,148070.2511,99130363.31,Prescribed Fire
10239,1601,KS3761909656320110506,UNNAMED,2011,5,6,22940.46359,10346051.12,Prescribed Fire
10240,1857,KS3762209654019960410,UNNAMED,1996,4,10,27796.58058,11999177.21,Unknown
10241,1623,KS3762409641719960426,UNNAMED,1996,4,26,25430.35154,10486996.85,Unknown
10242,2867,KS3762409643820110506,UNNAMED,2011,5,6,24463.30533,18528872.31,Prescribed Fire
10243,1272,KS3774209505220150407,UNNAMED,2015,4,7,21103.27105,8247917.014,Unknown
10244,2415,KS3774209648720110506,UNNAMED,2011,5,6,28316.23709,15654432.23,Prescribed Fire
10245,2938,KS3774309603020160401,UNNAMED,2016,4,1,27499.56441,19045490.27,Unknown
10246,1718,KS3788709647020150422,UNNAMED,2015,4,22,26742.39549,11179619.34,Unknown
10247,1983,KS3788909670320110411,UNNAMED,2011,4,11,24836.9248,12907890.88,Prescribed Fire
10248,2041,KS3789109682320110411,UNNAMED,2011,4,11,21130.23108,13282000.85,Prescribed Fire
10249,1613,KS3789209606920110412,UNNAMED,2011,4,12,24229.12388,10496325.35,Prescribed Fire
10250,1870,KS3789209701820110411,UNNAMED,2011,4,11,27322.55472,12170573.91,Prescribed Fire
10251,6729,KS3795009596720110506,UNNAMED,2011,5,6,38108.27666,43867303.32,Prescribed Fire
10252,1981,KS3795109611220110412,UNNAMED,2011,4,12,21415.95776,12915214.56,Prescribed Fire
10253,2703,KS3795109612120150407,UNNAMED,2015,4,7,28173.75714,17618354.12,Unknown
10254,1320,KS3763909681920160408,UNNAMED,2016,4,8,14978.51165,8536241.519,Unknown
10255,5690,KS3764309641620160323,UNNAMED,2016,3,23,58470.66374,36783849.43,Unknown
10256,2112,KS3764509661020160408,UNNAMED,2016,4,8,37380.14669,13658293.14,Unknown
10257,1687,KS3764609656020140411,UNNAMED,2014,4,11,17995.57803,10909290.7,Unknown
10258,1813,KS3764609665520140411,UNNAMED,2014,4,11,24774.42426,11722122.45,Unknown
10259,3835,KS3774709676020160408,UNNAMED,2016,4,8,56927.86499,24860455.83,Unknown
10260,1268,KS3774809588320110506,UNNAMED,2011,5,6,20472.76748,8219856.679,Prescribed Fire
10261,2165,KS3774809588520140412,UNNAMED,2014,4,12,23970.81749,14039167.05,Unknown
10262,1419,KS3778209603920150501,UNNAMED,2015,5,1,24663.6277,9207737.118,Unknown
10263,74183,KS3778309657320070401,UNNAMED,2007,4,1,659775.8009,480818602.8,Unknown
10264,2127,KS3778409605620110506,UNNAMED,2011,5,6,30446.5632,13803612.67,Prescribed Fire
10265,2092,KS3778409626920160408,UNNAMED,2016,4,8,27762.29885,13574453.58,Unknown
10266,1403,KS3795409648820150422,UNNAMED,2015,4,22,14459.87589,9143866.631,Unknown
10267,3461,KS3795409681620020401,UNNAMED,2002,4,1,30665.13908,22562910.88,Wildfire
10268,2314,KS3795509687820160408,UNNAMED,2016,4,8,22505.65544,15085533.24,Unknown
10269,1378,KS3795909569720110412,UNNAMED,2011,4,12,19496.05213,8986177.453,Prescribed Fire
10270,4643,KS3795909591920110412,UNNAMED,2011,4,12,35738.2137,30275315.38,Prescribed Fire
10271,1635,KS3795909603820110506,UNNAMED,2011,5,6,18331.33546,10663969.73,Prescribed Fire
10272,6510,KS3796309586720110412,UNNAMED,2011,4,12,60303.69535,42456219.78,Prescribed Fire
10273,16260,KS3796509593420150330,UNNAMED,2015,3,30,103485.8361,106043170.2,Unknown
10274,4552,KS3764909597220160409,UNNAMED,2016,4,9,38308.20156,29435287.68,Unknown
10275,4193,KS3764909672520160408,UNNAMED,2016,4,8,41920.40524,27108767.85,Unknown
10276,1152,KS3765209665020160408,UNNAMED,2016,4,8,12127.7142,7448525.824,Unknown
10277,1240,KS3765309672820110411,UNNAMED,2011,4,11,20511.03553,8018248.118,Prescribed Fire
10278,5173,KS3774809896020080511,UNNAMED,2008,5,11,35963.44862,33538093.65,Unknown
10279,2001,KS3775109583120120329,UNNAMED,2012,3,29,25696.66369,12976418.67,Unknown
10280,9110,KS3775409633019960410,UNNAMED,1996,4,10,50684.99089,59075394.02,Unknown
10281,8073,KS3775509568820160503,UNNAMED,2016,5,3,60563.23864,52349591.33,Unknown
10282,1300,KS3775809610620110506,UNNAMED,2011,5,6,16647.97552,8433497.858,Prescribed Fire
10283,7855,KS3778409651220150330,UNNAMED,2015,3,30,42843.64526,50976019.15,Unknown
10284,5734,KS3778409651320160408,UNNAMED,2016,4,8,32988.81137,37216207.41,Unknown
10285,1628,KS3796509622020110506,UNNAMED,2011,5,6,28989.53459,10619351.03,Prescribed Fire
10286,12778,KS3796709607220150330,UNNAMED,2015,3,30,106088.8285,83335439.22,Unknown
10287,30665,KS3797009592820140412,UNNAMED,2014,4,12,187111.7306,200014231.6,Unknown
10288,5520,KS3797209606620110412,UNNAMED,2011,4,12,44883.55362,36007715.2,Prescribed Fire
10289,1026,KS3797209676020150422,UNNAMED,2015,4,22,16267.07066,6694836.336,Unknown
10290,1807,KS3797309663820160503,UNNAMED,2016,5,3,27241.6397,11785103.63,Unknown
10291,31376,KS3797909592620160409,UNNAMED,2016,4,9,173922.874,204667003.7,Unknown
10292,1495,KS3798009661920110506,UNNAMED,2011,5,6,15980.88308,9756184.54,Prescribed Fire
10293,3064,KS3765409672320140404,UNNAMED,2014,4,4,25948.93713,19814797.15,Unknown
10294,11326,KS3765609597020140319,UNNAMED,2014,3,19,114539.1255,73254408.09,Unknown
10295,3837,KS3765709597320150501,UNNAMED,2015,5,1,48463.02425,24818579.82,Unknown
10296,5488,KS3765809644320110411,UNNAMED,2011,4,11,42378.8716,35493685.59,Prescribed Fire
10297,2233,KS3765909642420020331,UNNAMED,2002,3,31,21876.96107,14444988.27,Wildfire
10298,7510,KS3766009643120140404,UNNAMED,2014,4,4,54252.24314,48580149.35,Unknown
10299,1516,KS3775809632720140404,UNNAMED,2014,4,4,21337.80241,9829498.904,Unknown
10300,4848,KS3776009600620150314,UNNAMED,2015,3,14,37573.27079,31443023.21,Unknown
10301,10917,KS3776109578920160409,UNNAMED,2016,4,9,100858.3203,70764178,Unknown
10302,7395,KS3778409652920110411,UNNAMED,2011,4,11,58081.4546,47993064.49,Prescribed Fire
10303,1252,KS3779109588020110412,UNNAMED,2011,4,12,20021.77034,8125504.586,Prescribed Fire
10304,60977,KS3779309654420140122,UNNAMED,2014,1,22,312521.1347,395836442,Unknown
10305,1068,KS3779509631520160324,UNNAMED,2016,3,24,26483.9898,6932209.925,Unknown
10306,3906,KS3779509649719960426,UNNAMED,1996,4,26,30812.37728,25359469.71,Unknown
10307,4483,KS3798509608720160503,UNNAMED,2016,5,3,36004.38247,29250114.29,Unknown
10308,1407,KS3798609609820110506,UNNAMED,2011,5,6,21586.06017,9181710.294,Prescribed Fire
10309,15538,KS3798609631020150407,UNNAMED,2015,4,7,107269.4278,101389036.7,Unknown
10310,1389,KS3798609637320110506,UNNAMED,2011,5,6,16100.10049,9062787.505,Prescribed Fire
10311,2372,KS3798809624520150330,UNNAMED,2015,3,30,24146.66929,15478217.83,Unknown
10312,6995,KS3766409642920150330,UNNAMED,2015,3,30,40170.0733,45250551.75,Unknown
10313,1055,KS3766409649420110506,UNNAMED,2011,5,6,15052.61121,6826491.79,Prescribed Fire
10314,2042,KS3766409656220160408,UNNAMED,2016,4,8,28106.70701,13213840,Unknown
10315,2313,KS3776209667120140404,UNNAMED,2014,4,4,28818.83167,15000030.4,Unknown
10316,1780,KS3776309599920110506,UNNAMED,2011,5,6,24829.82664,11548377.45,Prescribed Fire
10317,7191,KS3776409506220110413,UNNAMED,2011,4,13,71439.51924,46643050.66,Prescribed Fire
10318,1732,KS3776609630920160408,UNNAMED,2016,4,8,23717.12684,11237813.42,Unknown
10319,1225,KS3779709611620110506,UNNAMED,2011,5,6,15341.05949,7950756.993,Prescribed Fire
10320,4824,KS3779709655620110506,UNNAMED,2011,5,6,34011.14844,31317813.57,Prescribed Fire
10321,1103,KS3780209694920160408,UNNAMED,2016,4,8,14020.19446,7163616.074,Unknown
10322,1682,KS3781209624220110411,UNNAMED,2011,4,11,29530.74877,10926041.44,Prescribed Fire
10323,1055,KS3781509658420150330,UNNAMED,2015,3,30,12609.80333,6853056.554,Unknown
10324,5404,KS3782209613420150330,UNNAMED,2015,3,30,57374.46446,35092493.09,Unknown
10325,1028,KS3798909621920110506,UNNAMED,2011,5,6,15340.9867,6709825.303,Prescribed Fire
10326,15606,KS3798909644520160503,UNNAMED,2016,5,3,96646.00711,101842577.4,Unknown
10327,1329,KS3799209674620110506,UNNAMED,2011,5,6,21740.4514,8675794.698,Prescribed Fire
10328,1140,KS3799209843519940318,UNNAMED,1994,3,18,21040.42232,7442493.431,Unknown
10329,36575,KS3799509655220110411,UNNAMED,2011,4,11,141918.0122,238718833.6,Prescribed Fire
10330,1424,KS3799709670020160408,UNNAMED,2016,4,8,15408.35247,9295182.527,Unknown
10331,9919,KS3799909627520160503,UNNAMED,2016,5,3,83692.02891,64746229.72,Unknown
10332,3296,KS3766609645120160408,UNNAMED,2016,4,8,35276.48391,21324161.89,Unknown
10333,2259,KS3766809639220110411,UNNAMED,2011,4,11,35330.13952,14616005.32,Prescribed Fire
10334,2375,KS3766909655320160227,WIEEMAN,2016,2,27,25676.42404,15378415.76,Wildfire
10335,1407,KS3767009646119960426,UNNAMED,1996,4,26,13872.33847,9100845.301,Unknown
10336,1901,KS3767209655220150407,UNNAMED,2015,4,7,17564.83912,12299848.56,Unknown
10337,4846,KS3776809506220120329,UNNAMED,2012,3,29,39679.32721,31437627.7,Unknown
10338,4957,KS3776809600420160409,UNNAMED,2016,4,9,45292.27921,32159382.82,Unknown
10339,2925,KS3776809692120070410,UNNAMED,2007,4,10,27745.48481,18974950.82,Wildfire
10340,3162,KS3777110181020060525,UNNAMED,2006,5,25,38848.2293,20519062.75,Wildfire
10341,4940,KS3782309602020160409,UNNAMED,2016,4,9,38041.09128,32090534.04,Unknown
10342,2110,KS3782409695720130603,UNNAMED,2013,6,3,19104.85991,13706881.68,Unknown
10343,1652,KS3782609697119890310,UNNAMED,1989,3,10,22554.72553,10735551.65,Wildfire
10344,5882,KS3783009623720140404,UNNAMED,2014,4,4,63142.67042,38218765.35,Unknown
10345,1579,KS3800309665519880228,UNNAMED,1988,2,28,25899.16994,10306518.99,Wildfire
10346,1928,KS3801009681420150422,UNNAMED,2015,4,22,39932.8624,12586193.56,Unknown
10347,1875,KS3757309657820110411,UNNAMED,2011,4,11,24334.18123,12097060.71,Prescribed Fire
10348,1594,KS3757609591220160409,UNNAMED,2016,4,9,21227.4011,10287627.58,Unknown
10349,1747,KS3757909669420110506,UNNAMED,2011,5,6,22809.43635,11275323.01,Prescribed Fire
10350,3820,KS3777409656420160409,UNNAMED,2016,4,9,46780.64373,24785515.23,Unknown
10351,1124,KS3777509636520110506,UNNAMED,2011,5,6,18872.32401,7295424.713,Prescribed Fire
10352,1366,KS3777609505020130425,UNNAMED,2013,4,25,19709.70239,8865344.432,Unknown
10353,1466,KS3783309583620160409,UNNAMED,2016,4,9,22796.13007,9525792.873,Unknown
10354,1411,KS3783409669820140310,UNNAMED,2014,3,10,22473.83466,9171046.112,Unknown
10355,1270,KS3783509669220160408,UNNAMED,2016,4,8,13785.37274,8253939.728,Unknown
10356,1855,KS3783709664120160408,UNNAMED,2016,4,8,16995.52217,12057326.25,Unknown
10357,1805,KS3706709621020160409,UNNAMED,2016,4,9,34022.79114,11495597.52,Unknown
10358,1291,KS3706909688020140404,UNNAMED,2014,4,4,16038.72106,8223364.898,Unknown
10359,1699,KS3707009648920110411,UNNAMED,2011,4,11,31715.91204,10818787.8,Prescribed Fire
10360,9710,KS3707009657020150330,UNNAMED,2015,3,30,82987.05925,61834390.61,Unknown
10361,3203,KS3707009682120150422,UNNAMED,2015,4,22,52816.48628,20396000.48,Unknown
10362,9910,KS3707209657520160408,UNNAMED,2016,4,8,94275.01669,63106880.57,Unknown
10363,4579,KS3714309894520071119,AETNA FIRE,2007,11,19,41379.32041,29213088.59,Wildfire
10364,13138,KS3714409603020140319,UNNAMED,2014,3,19,101827.3426,83833620.78,Unknown
10365,10669,KS3714409676020070401,UNNAMED,2007,4,1,264869.2284,68070061.37,Unknown
10366,4160,KS3714609613220160409,UNNAMED,2016,4,9,41926.6161,26553351.74,Unknown
10367,1322,KS3714609666620160503,UNNAMED,2016,5,3,14857.6195,8433378.568,Unknown
10368,4881,KS3715809614220140412,UNNAMED,2014,4,12,39904.90293,31158750.82,Unknown
10369,3089,KS3716009600720160401,UNNAMED,2016,4,1,29647.08535,19719295.25,Unknown
10370,2244,KS3742709625220150407,UNNAMED,2015,4,7,33433.69004,14427702.04,Unknown
10371,1451,KS3743009617120140412,UNNAMED,2014,4,12,23898.18697,9329455.815,Unknown
10372,8727,KS3743009656820160408,UNNAMED,2016,4,8,46335.76242,56106568.32,Unknown
10373,1418,KS3743109899220080425,UNNAMED,2008,4,25,12790.15155,9116346.428,Unknown
10374,2448,KS3743309658420110506,UNNAMED,2011,5,6,27148.61548,15739979.37,Prescribed Fire
10375,1478,KS3743609623820160503,UNNAMED,2016,5,3,16550.14433,9504357.865,Unknown
10376,2026,KS3743709658420150422,UNNAMED,2015,4,22,24118.50598,13027355.36,Unknown
10377,1080,KS3744009646020110506,UNNAMED,2011,5,6,12772.9718,6946711.049,Prescribed Fire
10378,3613,KS3751509905319940218,UNNAMED,1994,2,18,37345.3472,23282325.11,Wildfire
10379,18911,KS3751609599720110412,UNNAMED,2011,4,12,144980.1452,121852569.6,Prescribed Fire
10380,1748,KS3751709651419960426,UNNAMED,1996,4,26,14677.71903,11263386.73,Unknown
10381,1035,KS3751909615420140319,UNNAMED,2014,3,19,17997.20698,6667628.025,Unknown
10382,3967,KS3727710002120020224,UNNAMED,2002,2,24,38022.25303,25398850.22,Wildfire
10383,37767,KS3727909654820160408,UNNAMED,2016,4,8,155162.6476,241839504.7,Unknown
10384,2128,KS3728509676620160408,UNNAMED,2016,4,8,24348.80539,13631279.93,Unknown
10385,25538,KS3728609619520160409,UNNAMED,2016,4,9,145367.2625,163575844.8,Unknown
10386,3894,KS3728609666620110411,UNNAMED,2011,4,11,38636.94779,24937052.32,Prescribed Fire
10387,1795,KS3729109608720110412,UNNAMED,2011,4,12,33359.00635,11497244.56,Prescribed Fire
10388,1041,KS3729109687720150330,UNNAMED,2015,3,30,23419.853,6664903.57,Unknown
10389,3185,KS3730509661420110506,UNNAMED,2011,5,6,65187.83167,20405198.49,Prescribed Fire
10390,5844,KS3744209663620140411,UNNAMED,2014,4,11,49657.68899,37584203.08,Unknown
10391,4578,KS3744309663120110506,UNNAMED,2011,5,6,47814.07281,29444249.69,Prescribed Fire
10392,2319,KS3744609633520160503,UNNAMED,2016,5,3,22717.01746,14916709.86,Unknown
10393,16035,KS3744809610020110412,UNNAMED,2011,4,12,125432.6759,103136688.2,Prescribed Fire
10394,3150,KS3744909662320150422,UNNAMED,2015,4,22,21113.43698,20259373.12,Unknown
10395,37138,KS3745209644020160408,UNNAMED,2016,4,8,196417.8649,238858580.3,Unknown
10396,2971,KS3747809681320130603,UNNAMED,2013,6,3,25945.71741,19121723.06,Unknown
10397,2076,KS3748009697420150422,UNNAMED,2015,4,22,33499.91095,13364348.53,Unknown
10398,2844,KS3748109697520110411,UNNAMED,2011,4,11,25282.56238,18311209.39,Prescribed Fire
10399,1439,KS3748609671620110506,UNNAMED,2011,5,6,18063.44987,9264177.625,Prescribed Fire
10400,1365,KS3751909675020140411,UNNAMED,2014,4,11,21927.7598,8796285.795,Unknown
10401,23101,KS3752009659320070401,UNNAMED,2007,4,1,125586.5729,148879584,Unknown
10402,5224,KS3752009660520110506,UNNAMED,2011,5,6,40489.99433,33664728.13,Prescribed Fire
10403,1103,KS3752109629920160408,UNNAMED,2016,4,8,16211.45059,7108267.771,Unknown
10404,1491,KS3752109630420140319,UNNAMED,2014,3,19,20004.74864,9609227.409,Unknown
10405,1245,KS3752109674520110411,UNNAMED,2011,4,11,21005.25681,8022792.407,Prescribed Fire
10406,1662,KS3730609580520151111,VOLZ FIRE,2015,11,11,19868.98322,10657215.08,Wildfire
10407,4643,KS3730809881020080320,LAKE CITY,2008,3,20,40943.06261,29754962.92,Wildfire
10408,8397,KS3731009892920080414,LARKIN,2008,4,14,71838.59674,53813188.6,Wildfire
10409,8432,KS3731109603220160409,UNNAMED,2016,4,9,54319.50575,54044983.3,Unknown
10410,34385,KS3731109613120150330,UNNAMED,2015,3,30,276105.8465,220370458,Unknown
10411,2684,KS3745209901120080511,UNNAMED,2008,5,11,22923.28727,17267237.66,Unknown
10412,1792,KS3745309654920110506,UNNAMED,2011,5,6,26347.31712,11527230.98,Prescribed Fire
10413,6758,KS3745309663620160503,UNNAMED,2016,5,3,46597.04226,43473462.37,Unknown
10414,8669,KS3745409619320160503,UNNAMED,2016,5,3,64450.10538,55761977.56,Unknown
10415,19368,KS3745509610020140319,UNNAMED,2014,3,19,148490.7352,124598228.2,Unknown
10416,1987,KS3748709641020140404,UNNAMED,2014,4,4,17977.74285,12791591.22,Unknown
10417,1719,KS3748709667320160408,UNNAMED,2016,4,8,20973.86495,11064964.55,Unknown
10418,1351,KS3748909641620110506,UNNAMED,2011,5,6,21385.06945,8699488.113,Prescribed Fire
10419,3538,KS3748909675120160323,UNNAMED,2016,3,23,39024.68902,22787385.62,Unknown
10420,2013,KS3752709626420140404,UNNAMED,2014,4,4,24314.73367,12977738.25,Unknown
10421,4614,KS3754109639620140319,UNNAMED,2014,3,19,54947.93139,29751630.04,Unknown
10422,2016,KS3754109655620120421,UNNAMED,2012,4,21,19191.55669,13001461.72,Unknown
10423,5487,KS3754709647620150407,UNNAMED,2015,4,7,31884.70994,35382024.18,Unknown
10424,1989,KS3754709666620110411,UNNAMED,2011,4,11,22273.67746,12826488.5,Prescribed Fire
10425,1405,KS3731909637620110506,UNNAMED,2011,5,6,19029.82785,9006881.427,Prescribed Fire
10426,1222,KS3732409631620140404,UNNAMED,2014,4,4,19703.77947,7833169.521,Unknown
10427,6826,KS3732509636320140404,UNNAMED,2014,4,4,70492.16566,43764060.94,Unknown
10428,4032,KS3733209620320140404,UNNAMED,2014,4,4,36831.97446,25853018.71,Unknown
10429,6736,KS3733310116720110403,HASKELLCOUNTY,2011,4,3,67354.39928,43284981.84,Wildfire
10430,1369,KS3733509670420110411,UNNAMED,2011,4,11,23927.52568,8777959.324,Prescribed Fire
10431,1807,KS3746409638520110411,UNNAMED,2011,4,11,25830.5183,11626568.46,Prescribed Fire
10432,5886,KS3746509619620140404,UNNAMED,2014,4,4,48871.51251,37874737.31,Unknown
10433,2489,KS3746509620920150407,UNNAMED,2015,4,7,43937.51148,16013566.95,Unknown
10434,765550,KS3746509670920090420,UNNAMED,2009,4,20,6643728.549,4982985775,Unknown
10435,13265,KS3746609601419960411,UNNAMED,1996,4,11,122742.1851,85359905.04,Wildfire
10436,3823,KS3746609609120120329,UNNAMED,2012,3,29,49175.60382,24602875.05,Unknown
10437,17235,KS3746709609120150330,UNNAMED,2015,3,30,165380.3661,110901052.4,Unknown
10438,23719,KS3746809609020160409,UNNAMED,2016,4,9,127325.2717,152648199.9,Unknown
10439,6058,KS3746809672120160401,UNNAMED,2016,4,1,66741.72676,38984936.71,Unknown
10440,2352,KS3747209682720110411,UNNAMED,2011,4,11,34072.39462,15139534.34,Prescribed Fire
10441,1277,KS3747409620819980414,UNNAMED,1998,4,14,15446.39907,8221274.572,Wildfire
10442,3175,KS3747709681920160401,UNNAMED,2016,4,1,28803.79182,20438882.54,Unknown
10443,2517,KS3748909675320150407,UNNAMED,2015,4,7,22764.41841,16208336.15,Unknown
10444,2198,KS3749009675120110411,UNNAMED,2011,4,11,22061.81742,14154313.01,Prescribed Fire
10445,20761,KS3749109599420140223,UNNAMED,2014,2,23,127236.1331,133685085.8,Unknown
10446,7258,KS3754809648319960410,UNNAMED,1996,4,10,39971.148,46808388.28,Unknown
10447,6130,KS3755009600720150330,UNNAMED,2015,3,30,47950.38899,39533351.87,Unknown
10448,1738,KS3755709601320120329,UNNAMED,2012,3,29,31589.15216,11209248.02,Unknown
10449,1343,KS3756809599620140412,UNNAMED,2014,4,12,15856.10916,8663022.858,Unknown
10450,6060,KS3756909635620140319,UNNAMED,2014,3,19,61422.52358,39099646.34,Unknown
10451,1353,KS3733509859719940314,UNNAMED,1994,3,14,32868.1945,8678969.118,Wildfire
10452,1164,KS3733509886320080425,UNNAMED,2008,4,25,12135.35317,7466813.631,Unknown
10453,1242,KS3733609613220120329,UNNAMED,2012,3,29,19862.79504,7963679.741,Unknown
10454,4774,ID4890711653420150729,PARKER RIDGE,2015,7,29,36584.47673,44688054.82,Wildfire
10455,1627,IL3740608933820140326,UNNAMED,2014,3,26,16194.35816,10454565.96,Prescribed Fire
10456,511,IL3743008861020160404,UNNAMED,2016,4,4,12690.32262,3287958.388,Prescribed Fire
10457,560,IL3748008874020160330,UNNAMED,2016,3,30,10711.40779,3602212.441,Prescribed Fire
10458,3447,KS3749209659520160408,UNNAMED,2016,4,8,38817.35217,22193285.69,Unknown
10459,4131,KS3749209685020070401,UNNAMED,2007,4,1,65712.62402,26597916.21,Unknown
10460,2230,KS3749309614820150330,UNNAMED,2015,3,30,30334.29907,14357021.91,Unknown
10461,1535,KS3716309608220160404,4/4/2002,2016,4,4,25334.24606,9799350.929,Wildfire
10462,11917,KS3716409633220140319,UNNAMED,2014,3,19,87409.82326,76080559.56,Unknown
10463,1842,KS3716609640120160401,UNNAMED,2016,4,1,25691.43626,11761415.15,Unknown
10464,9019,KS3717109632820160401,UNNAMED,2016,4,1,80120.38019,57584543.71,Unknown
10465,1329,KS3717309622920040402,UNNAMED,2004,4,2,23518.97139,8487980.535,Wildfire
10466,4495,KS3717409615220110412,UNNAMED,2011,4,12,54119.36146,28703244.59,Prescribed Fire
10467,1577,KS3717609659319940327,UNNAMED,1994,3,27,17811.20687,10071814.45,Unknown
10468,2991,KS3733809612520140404,UNNAMED,2014,4,4,39826.10379,19184259.53,Unknown
10469,5707,KS3734109614520160401,UNNAMED,2016,4,1,54283.06524,36599175.81,Unknown
10470,9820,KS3734209669520160503,UNNAMED,2016,5,3,93358.55354,62975970.44,Unknown
10471,26189,KS3734309661920160503,UNNAMED,2016,5,3,107168.4054,167950281.1,Unknown
10472,2591,KS3734609663419960426,UNNAMED,1996,4,26,20150.30444,16622157.91,Unknown
10473,2432,KS3734909594220140404,UNNAMED,2014,4,4,28349.60792,15604205.57,Unknown
10474,578,IL3748108874220140320,UNNAMED,2014,3,20,8315.752849,3724170.584,Prescribed Fire
10475,1300,IL3751008845020160405,UNNAMED,2016,4,5,20976.68327,8373070.567,Prescribed Fire
10476,1203,IL3751508845320130403,UNNAMED,2013,4,3,19110.15263,7751851.259,Prescribed Fire
10477,1216,IL3751508845320140324,UNNAMED,2014,3,24,19292.89455,7837410.582,Prescribed Fire
10478,3137,KS3749509634020140319,UNNAMED,2014,3,19,31917.48771,20205501.27,Unknown
10479,10077,KS3749809670220140404,UNNAMED,2014,4,4,79990.58259,64903789.99,Unknown
10480,5403,KS3750109659520150422,UNNAMED,2015,4,22,52967.84993,34804184.76,Unknown
10481,15388,KS3750309599820160409,UNNAMED,2016,4,9,89537.93445,99120183.03,Unknown
10482,2587,KS3750409685320110411,UNNAMED,2011,4,11,32735.75198,16664938.64,Prescribed Fire
10483,1731,KS3750709635520160408,UNNAMED,2016,4,8,19722.47151,11154509.63,Unknown
10484,1359,KS3750809646720150430,UNNAMED,2015,4,30,17000.61316,8752867.062,Unknown
10485,9084,KS3718209623320140404,UNNAMED,2014,4,4,69157.08425,58021573.35,Unknown
10486,2574,KS3718209631020150330,UNNAMED,2015,3,30,24662.86765,16441399.95,Unknown
10487,1922,KS3718309620920140412,UNNAMED,2014,4,12,18941.10076,12277934.77,Unknown
10488,5691,KS3718409618119960411,UNNAMED,1996,4,11,46341.62045,36348720.6,Wildfire
10489,1377,KS3719109897720080425,UNNAMED,2008,4,25,13277.50116,8794411.331,Unknown
10490,4260,KS3719209646220150330,UNNAMED,2015,3,30,48195.04447,27213180.73,Unknown
10491,1473,KS3735110011020030818,UNNAMED,2003,8,18,15804.53461,9452488.178,Wildfire
10492,13626,KS3735209656120160304,FERGUSON RANCH,2016,3,4,71158.83449,87780702.34,Wildfire
10493,3050,KS3735509606420160401,UNNAMED,2016,4,1,38761.66266,19569565.66,Unknown
10494,10553,KS3735609595620160409,UNNAMED,2016,4,9,96220.76212,67719533.43,Unknown
10495,2284,KS3736309652420110506,UNNAMED,2011,5,6,21901.29952,14660554.93,Prescribed Fire
10496,1008,IL3751508845320150329,UNNAMED,2015,3,29,32503.68066,6495676.64,Prescribed Fire
10497,687,IL3752608845020100305,ONE HORSE GAP,2010,3,5,10699.2972,4425751.343,Prescribed Fire
10498,651,IL3761908858120130405,UNNAMED,2013,4,5,10156.6242,4201566.148,Prescribed Fire
10499,1448,KS3750809912819970321,UNNAMED,1997,3,21,16234.7001,9328630.553,Wildfire
10500,3863,KS3750909636120110411,UNNAMED,2011,4,11,47554.2236,24885802.82,Prescribed Fire
10501,14915,KS3750909648620110506,UNNAMED,2011,5,6,121441.0031,96085562.87,Prescribed Fire
10502,3894,KS3751009660020140412,KS BUX 000019,2014,4,12,27955.08195,25096114.94,Wildfire
10503,11846,KS3751109654520110411,UNNAMED,2011,4,11,70155.18846,76319625.68,Prescribed Fire
10504,2008,KS3719209668520160401,UNNAMED,2016,4,1,28340.13376,12825982.28,Unknown
10505,3169,KS3719409618120150407,UNNAMED,2015,4,7,43590.70982,20248310.42,Unknown
10506,6189,KS3719709624320110412,UNNAMED,2011,4,12,60123.33513,39547068.3,Prescribed Fire
10507,1905,KS3719709658420110506,UNNAMED,2011,5,6,26708.08034,12169047.88,Prescribed Fire
10508,2416,KS3720109627819960410,UNNAMED,1996,4,10,48279.28521,15441013.37,Unknown
10509,1614,KS3736309961520000917,UNNAMED,2000,9,17,21583.55775,10358814.95,Wildfire
10510,3718,KS3736709685620070401,UNNAMED,2007,4,1,72547.82917,23868435.53,Unknown
10511,1751,KS3736709689420110506,UNNAMED,2011,5,6,23317.87678,11240730.62,Prescribed Fire
10512,1250,KS3736709690420160503,UNNAMED,2016,5,3,13497.72253,8022106.138,Unknown
10513,2068,KS3737209685720160408,UNNAMED,2016,4,8,27792.197,13275500.49,Unknown
10514,24082,KS3737409662720070401,UNNAMED,2007,4,1,319670.3602,154494269.4,Unknown
10515,3778,KS3737609596420140404,UNNAMED,2014,4,4,45367.01803,24255114.25,Unknown
10516,1693,KS3737709632720160409,UNNAMED,2016,4,9,27396.18542,10870189.16,Unknown
